ship_city_state,transaction_count,sum_trans_amount,avg_trans_amount
"rochester, mn",203,192932.57,950.41
"creston, nc",2,285.15,142.58
"wantagh, ny",22,17362.18,789.19
"newtown, ct",25,19768.79,790.75
"bonita, ca",16,12818.74,801.17
"lehi, ut",141,173509.34,1230.56
"four oaks, nc",1,992.77,992.77
"highwood, il",5,4552.82,910.56
"keswick, va",6,4292.04,715.34
"newburyport, ma",47,36268.77,771.68
"smyrna, ga",161,127970.83,794.85
"independence, ky",5,4841.82,968.36
"glendale, az",90,81784.43,908.72
"redondo beach, ca",199,174708.03,877.93
"waukesha, wi",66,55386.72,839.19
"auburn, wa",106,98189.14,926.31
"newark, ca",107,77235.13,721.82
"langley, wa",12,12013.34,1001.11
"glenview, il",112,87238.86,778.92
"birmingham, al",193,265554.97,1375.93
"bloomfield, nj",48,37502.69,781.31
"middleton, wi",65,62125.77,955.78
"soda springs, ca",3,2341.47,780.49
"saint anthony, mn",5,4538.62,907.72
"glen carbon, il",13,15675.68,1205.82
"bellflower, ca",12,10538.80,878.23
"hill air force base, ut",1,770.41,770.41
"cedarville, oh",3,1819.02,606.34
"camas, wa",83,67035.79,807.66
"redlands, ca",36,30244.80,840.13
"king of prussia, pa",56,39541.96,706.11
"wadsworth, oh",24,20983.51,874.31
"lake oswego, or",134,107816.17,804.60
"woodbridge, va",103,92780.99,900.79
"woodland, wa",6,7607.43,1267.91
"auburn hills, mi",33,18754.80,568.33
"afton, mn",6,6012.28,1002.05
"whittier, ca",48,31118.60,648.30
"woods cross, ut",7,5683.11,811.87
"essex, ct",8,8994.24,1124.28
"glen cove, ny",9,7247.89,805.32
"sonoma, ca",60,50543.62,842.39
"rathdrum, id",14,13791.46,985.10
"wichita, ks",149,157451.18,1056.72
"clovis, nm",8,8151.84,1018.98
"holden, ma",20,17204.52,860.23
"culpeper, va",20,26311.91,1315.60
"pacifica, ca",82,70888.41,864.49
"independence, oh",13,17433.57,1341.04
"mayer, mn",3,488.55,162.85
"navarre, fl",29,23686.57,816.78
"waconia, mn",13,7948.73,611.44
"hoffman estates, il",43,53601.58,1246.55
"benson, il",1,784.13,784.13
"south san francisco, ca",119,128560.54,1080.34
"teaticket, ma",4,3224.90,806.23
"flower mound, tx",125,98753.75,790.03
"richmond, ca",97,77007.32,793.89
"pullman, wa",54,62216.87,1152.16
"great barrington, ma",15,11729.96,782.00
"hazel park, mi",10,12277.13,1227.71
"jackson, ca",5,9278.36,1855.67
"lake saint louis, mo",17,10527.00,619.24
"saint augustine, fl",102,116962.25,1146.69
"stafford, va",58,46409.30,800.16
"sykesville, md",12,7070.20,589.18
"gurnee, il",25,24558.59,982.34
"old greenwich, ct",25,21838.71,873.55
"daly city, ca",115,84653.86,736.12
"belmont, ma",103,78658.30,763.67
"wynnewood, pa",35,35651.84,1018.62
"hopatcong, nj",4,2393.73,598.43
"perrysburg, oh",22,25185.63,1144.80
"dale, tx",3,3079.72,1026.57
"rye, ny",61,54584.25,894.82
"hollywood, ca",3,1688.50,562.83
"west columbia, sc",16,10483.86,655.24
"andover, ma",88,74463.21,846.17
"sugar land, tx",136,136722.02,1005.31
"rockville, md",306,411394.33,1344.43
"mason, mi",7,3755.56,536.51
"danvers, ma",31,31350.04,1011.29
"fredericksburg, va",112,112531.01,1004.74
"lyndon, ky",1,835.28,835.28
"newport beach, ca",150,151677.33,1011.18
"leechburg, pa",2,315.88,157.94
"elmwood park, il",6,3151.38,525.23
"summerfield, nc",9,9114.06,1012.67
"east palo alto, ca",27,21347.95,790.66
"centerville, oh",23,16386.54,712.46
"ijamsville, md",15,8621.45,574.76
"woodside, ny",48,36316.39,756.59
"medway, ma",23,18378.09,799.05
"new albany, in",18,27465.57,1525.87
"winterville, nc",9,10148.95,1127.66
"view park, ca",7,5127.91,732.56
"grain valley, mo",10,12621.99,1262.20
"parrish, fl",27,17923.23,663.82
"steamboat springs, co",58,76542.11,1319.69
"somis, ca",2,1128.27,564.14
"victoria, mn",13,20834.63,1602.66
"west hartford, ct",95,73575.26,774.48
"northport, mi",3,2046.86,682.29
"burlington, ct",20,12927.90,646.40
"piscataway, nj",31,28450.81,917.77
"lincoln, ne",193,243860.75,1263.53
"west fargo, nd",34,34629.02,1018.50
"sterling, va",150,166099.24,1107.33
"washington, mi",7,8382.48,1197.50
"sierra vista, az",16,17424.30,1089.02
"puyallup, wa",98,126950.32,1295.41
"pewaukee, wi",33,30247.60,916.59
"highland park, il",46,30460.41,662.18
"orland park, il",35,29300.53,837.16
"el mirage, az",8,6363.89,795.49
"piedmont, ca",63,57152.96,907.19
"mead, wa",7,5955.85,850.84
"winchester, va",32,34653.05,1082.91
"hayward, ca",150,140888.29,939.26
"elk river, mn",23,19805.70,861.12
"athens, al",15,9324.31,621.62
"pembroke pines, fl",68,69951.33,1028.70
"simpsonville, sc",52,45396.77,873.01
"goleta, ca",97,99604.66,1026.85
"ardmore, pa",29,28694.62,989.47
"san marcos, ca",110,113344.02,1030.40
"medford, or",78,89469.19,1147.04
"malden, ma",89,81940.19,920.68
"kaysville, ut",44,36117.49,820.85
"fishersville, va",14,8984.26,641.73
"montara, ca",15,13003.97,866.93
"college park, md",16,18203.97,1137.75
"pace, fl",7,5108.24,729.75
"white plains, md",8,4843.44,605.43
"meridian, id",164,222176.04,1354.73
"nibley, ut",9,4837.67,537.52
"san marino, ca",26,21716.51,835.25
"edison, nj",78,93813.86,1202.74
"holyoke, ma",16,11911.70,744.48
"ladera ranch, ca",56,44851.71,800.92
"diamond bar, ca",40,38154.61,953.87
"la jolla, ca",144,154164.51,1070.59
"bismarck, nd",54,53170.85,984.65
"coconut creek, fl",24,21865.05,911.04
"fort lee, nj",90,85155.23,946.17
"yorba linda, ca",61,44029.64,721.80
"thornton, co",113,104505.62,924.83
"north potomac, md",28,20759.92,741.43
"havertown, pa",41,30746.15,749.91
"hill city, sd",2,846.68,423.34
"bentonville, ar",124,148970.95,1201.38
"jamestown, nd",26,38855.99,1494.46
"claremont, ca",50,42383.05,847.66
"groton, ct",17,16811.29,988.90
"gainesville, fl",175,158525.10,905.86
"el monte, ca",19,21484.60,1130.77
"caddo mills, tx",3,1667.61,555.87
"wilmington, ma",38,55206.53,1452.80
"sparks, nv",69,66705.61,966.75
"milford, oh",16,22229.65,1389.35
"la crescenta, ca",51,43111.83,845.33
"sherwood, or",35,25224.20,720.69
"webster, ny",56,58777.50,1049.60
"signal hill, ca",20,16743.83,837.19
"alameda, ca",207,225344.26,1088.62
"harrison, nj",41,31002.28,756.15
"highlands ranch, co",205,202120.80,985.96
"providence, ri",158,146761.37,928.87
"ridgefield park, nj",2,1955.51,977.76
"pearland, tx",105,90409.77,861.05
"little rock, ar",111,113637.77,1023.76
"ypsilanti, mi",93,67923.84,730.36
"manassas, va",91,95513.08,1049.59
"la habra, ca",32,31292.83,977.90
"easton, ct",24,17057.67,710.74
"middlebury, ct",9,6107.69,678.63
"dayton, mn",14,14151.41,1010.82
"lees summit, mo",88,78733.11,894.69
"mount juliet, tn",71,65055.06,916.27
"york, pa",66,70134.48,1062.64
"brighton, ma",47,25285.65,537.99
"grandville, mi",22,18544.69,842.94
"englewood cliffs, nj",26,52074.72,2002.87
"central point, or",33,58876.60,1784.14
"isle of palms, sc",4,3377.03,844.26
"mendham, nj",22,22926.76,1042.13
"dublin, oh",153,136734.41,893.69
"delaware, oh",35,29579.27,845.12
"fairfield, nj",14,16707.04,1193.36
"wayne, pa",61,47566.60,779.78
"farmington hills, mi",70,54689.56,781.28
"randallstown, md",8,4186.07,523.26
"glastonbury, ct",45,31453.73,698.97
"liberty twp, oh",12,7557.31,629.78
"holland, mi",39,26609.49,682.29
"crawfordsville, in",6,6033.49,1005.58
"rahway, nj",15,12582.13,838.81
"maplewood, nj",61,52956.60,868.14
"orefield, pa",5,2960.96,592.19
"springfield, oh",10,5488.33,548.83
"urbandale, ia",67,61457.26,917.27
"miamisburg, oh",22,32427.62,1473.98
"lakeway, tx",49,43969.44,897.34
"avon lake, oh",28,28206.10,1007.36
"raymore, mo",15,12330.98,822.07
"rhinebeck, ny",27,23576.66,873.21
"peachtree city, ga",31,36473.50,1176.56
"vestavia, al",31,28366.20,915.04
"dawsonville, ga",8,9848.44,1231.06
"harrisburg, pa",78,85872.81,1100.93
"charlottesville, va",260,295032.39,1134.74
"safety harbor, fl",15,9807.87,653.86
"cabin john, md",6,1584.09,264.02
"terrace park, oh",3,1688.14,562.71
"aldie, va",81,75341.31,930.14
"lake placid, ny",7,5887.79,841.11
"howard beach, ny",4,3749.65,937.41
"wrentham, ma",14,12564.21,897.44
"plymouth meeting, pa",24,25728.62,1072.03
"chesterfield, mo",65,57346.00,882.25
"derry, nh",24,19993.66,833.07
"paramus, nj",29,30619.92,1055.86
"cockeysville, md",23,20556.73,893.77
"hastings, mi",8,7370.17,921.27
"troutman, nc",8,8250.08,1031.26
"shoemakersville, pa",1,1651.48,1651.48
"kissimmee, fl",36,31253.08,868.14
"kalamazoo, mi",69,63528.27,920.70
"rowlett, tx",39,39994.46,1025.50
"two harbors, mn",7,5036.44,719.49
"lincoln, ma",19,12455.20,655.54
"dover, fl",1,598.00,598.00
"overland park, ks",254,251753.82,991.16
"university, ms",4,4510.39,1127.60
"marlboro, nj",18,14374.81,798.60
"hampton, ga",5,5597.62,1119.52
"westhampton, ny",6,6332.18,1055.36
"lakeville, ma",7,7137.45,1019.64
"waterbury, vt",7,6582.54,940.36
"pompano beach, fl",70,54010.01,771.57
"loves park, il",13,10904.47,838.81
"idaho falls, id",82,109097.66,1330.46
"defiance, oh",3,2932.86,977.62
"crane hill, al",1,711.72,711.72
"franklin, in",12,13708.94,1142.41
"fairhope, al",14,9813.30,700.95
